id,user,temp,gasDetect,fireDetect,lightLevel,humidity,pressure,month,hour,day,year
424,Default,12.93,0,0,268,51.96,1013.78,2,17,15,2023
425,Jane,13.49,0,0,268,57.79,1004.24,12,10,29,2023
426,Default,18.52,0,0,500,52.4,1010.4,2,18,7,2024
427,Jane,13.61,0,0,194,54.15,1004.36,11,8,8,2023
428,Default,12.2,0,0,296,65.77,1023.06,2,18,5,2021
429,Jane,12.47,0,0,277,64.96,1008.39,3,13,18,2020
430,John,13.78,0,0,178,43.99,983.11,9,19,7,2020
431,Jane,13.9,0,0,0,62.18,1005.91,5,18,18,2020
432,Default,18.46,0,0,545,77.05,1005.52,2,19,24,2020
433,Default,12.15,0,0,336,60.92,1019.57,2,19,18,2022
434,Default,16.78,1,0,599,74.27,997.19,2,20,12,2023
435,Jane,16.43,0,0,0,67.45,1011.14,9,2,10,2021
436,John,17.17,0,0,563,55.53,1000.42,1,19,16,2023
437,John,6.41,0,0,0,51.74,1024.55,12,9,30,2022
438,Jane,14.5,0,0,594,72.39,992.89,12,22,9,2020
439,John,15.86,0,0,0,48.99,1006.31,6,1,22,2021
440,John,8.8,0,0,0,63.11,1015.72,2,8,6,2022
441,Jane,11.82,0,0,159,41.13,1008.06,11,2,25,2022
442,Jane,12.58,0,0,0,66.09,1019.68,10,15,1,2023
443,Jane,14.41,0,0,0,32.62,1016.66,7,7,2,2022
444,Default,18.31,0,0,597,73.29,1018.45,2,20,1,2023
445,Default,10.64,1,0,374,55.19,1008.53,2,20,15,2024
446,John,13.12,0,0,0,57.66,1008.29,5,18,27,2022
447,John,7.96,0,0,0,50.03,1016.29,4,14,11,2021
448,John,16.11,0,0,260,51.03,998.89,9,16,17,2020
449,Default,11.23,0,0,378,53.18,1005.53,2,20,11,2021
450,John,15.0,0,0,0,41.12,981.99,9,13,16,2020
451,Default,17.42,0,0,660,51.3,1004.75,2,21,13,2020
452,John,20.16,0,0,262,48.03,1027.46,3,17,21,2023
453,John,16.54,0,0,441,67.16,994.08,10,21,31,2021
454,Default,14.02,0,0,389,50.72,1000.07,2,21,4,2023
455,Jane,12.99,0,0,584,67.81,1021.39,2,18,9,2022
456,Jane,14.81,0,0,161,63.17,991.16,12,14,25,2021
457,Jane,13.62,0,0,0,51.16,1006.03,6,5,20,2023
458,Default,20.53,0,0,683,50.97,1004.33,2,22,28,2022
459,Jane,16.9,0,0,12,55.21,1027.21,4,5,27,2022
460,Jane,13.92,0,0,81,67.48,987.78,9,16,4,2024
461,John,14.6,0,0,0,46.79,1013.87,10,23,4,2020
462,Default,17.61,1,0,667,58.76,1026.69,2,22,4,2023
463,Default,19.0,0,0,664,53.33,1024.78,2,22,10,2021
464,John,3.03,0,0,0,66.0,1016.49,1,10,22,2024
465,Default,19.7,0,0,679,52.89,999.62,2,22,18,2020
466,Jane,13.1,0,0,168,71.68,992.22,12,14,10,2022
467,John,9.55,0,0,66,67.26,1004.27,12,5,23,2021
468,Jane,16.41,0,0,10,67.86,1022.36,3,4,21,2023
469,John,15.93,0,0,0,55.23,1020.34,5,18,30,2024
470,Default,14.69,0,0,420,60.74,1023.4,2,22,7,2023
471,Jane,12.93,0,0,0,51.39,1011.74,6,11,21,2021
472,Default,16.57,1,0,422,50.02,1025.15,2,22,19,2023
473,Default,13.23,0,0,434,51.19,1023.89,2,22,13,2020
474,John,13.98,0,0,0,63.49,1012.61,2,4,17,2020
475,Default,13.73,0,0,425,62.24,999.65,2,22,21,2022
476,Default,22.07,0,0,709,79.77,1012.02,2,23,4,2023
477,Default,16.05,0,0,440,53.5,1010.51,2,23,23,2021
478,Jane,19.48,0,0,306,58.28,1010.3,3,22,19,2023
479,Default,21.51,0,0,696,62.8,1032.19,3,0,30,2024
480,Default,20.85,0,0,694,51.78,1036.28,3,0,9,2023
481,John,8.28,0,0,0,53.14,1026.38,4,13,20,2023
482,Jane,12.0,0,0,0,52.21,1011.56,5,19,23,2024
483,Jane,10.96,0,0,249,57.97,1026.09,12,7,17,2021
484,John,8.01,0,0,126,54.02,1009.58,1,5,23,2021
485,Jane,15.89,0,0,0,42.99,1009.3,5,1,27,2021
486,Default,22.28,0,0,685,41.6,1018.73,3,0,10,2021
487,Jane,17.04,0,0,0,40.83,1010.64,9,1,25,2020
488,Jane,16.3,0,0,0,74.53,1016.8,9,1,22,2021
489,John,7.47,0,0,0,54.72,1006.47,2,14,27,2020
490,Jane,13.0,0,0,0,43.56,1015.69,6,8,27,2021
491,John,5.6,0,0,289,64.05,995.27,11,5,23,2020
492,John,14.97,0,0,0,43.21,1010.59,9,14,18,2022
493,Default,21.55,0,0,708,64.55,1004.2,3,0,25,2021
494,Default,22.08,0,0,716,55.95,1023.04,3,0,27,2023
495,Default,16.15,0,0,457,44.79,1017.84,3,0,28,2021
496,Jane,12.04,0,0,0,34.72,1007.22,6,11,5,2023
497,John,13.38,0,0,0,60.4,1008.73,5,12,9,2024
498,John,3.43,0,0,0,66.95,1009.73,11,13,24,2022
499,John,20.31,0,0,45,50.94,1009.36,2,17,9,2020
500,Default,17.31,0,0,452,50.63,1022.35,3,0,30,2020
501,Jane,10.53,0,0,137,43.36,1011.6,11,2,17,2024
502,Default,17.87,0,0,442,44.04,1038.07,3,0,28,2022
503,Jane,17.14,0,0,0,37.28,1003.36,8,4,26,2024
504,Default,19.12,0,0,444,57.95,1005.51,3,0,13,2022
505,Default,16.67,0,0,452,66.47,1004.26,3,0,9,2024
506,Default,23.38,0,0,691,47.13,1003.83,3,1,13,2023
507,Default,23.05,0,0,676,42.29,1000.13,3,1,18,2021
508,John,13.24,0,0,0,53.37,996.28,2,7,19,2022
509,John,7.17,0,0,0,65.59,1014.39,3,9,28,2024
510,John,20.22,0,0,160,62.87,1002.56,4,18,20,2022
511,Jane,16.66,0,0,165,73.97,997.56,1,17,30,2021
512,Jane,19.48,0,0,441,45.01,990.54,9,22,13,2022
513,John,9.69,0,0,0,41.68,1000.17,3,10,4,2021
514,Default,20.07,0,0,456,65.4,1023.18,3,1,31,2024
515,Default,20.41,0,0,451,48.93,1011.22,3,1,23,2022
516,Jane,14.28,0,0,0,64.19,999.62,9,1,15,2023
517,Jane,12.24,0,0,440,59.74,1039.89,3,16,17,2023
518,Default,24.96,0,0,659,62.49,1020.58,3,2,30,2024
519,John,14.51,0,0,0,56.1,1002.06,6,12,27,2024
520,John,16.44,0,0,501,45.86,983.81,11,20,27,2020
521,John,18.61,0,0,181,77.0,1010.94,2,17,17,2024
522,Default,24.42,1,0,671,41.83,1027.86,3,2,31,2024
523,John,14.4,0,0,0,69.72,1004.67,3,4,16,2022
524,Default,20.95,0,0,433,65.2,1007.59,3,2,8,2022
525,Default,19.95,1,0,435,50.03,1030.95,3,2,11,2024
526,John,19.55,0,0,356,55.18,1032.98,3,22,3,2024
527,Jane,15.07,0,0,83,51.27,1015.15,12,13,2,2020
528,Jane,10.64,0,0,288,75.72,1013.9,12,5,22,2023
529,Jane,12.23,0,0,500,57.9,1003.1,3,18,14,2020
530,Jane,15.93,0,0,1,41.21,1019.57,8,16,27,2024
531,Jane,15.9,0,0,0,51.67,1006.66,8,15,7,2021
532,Jane,13.96,0,0,158,75.17,998.77,2,13,5,2023
533,Default,24.68,0,0,606,67.03,1029.7,3,4,20,2021
534,John,14.64,0,0,0,47.74,1004.96,7,16,27,2022
535,Default,26.82,0,0,610,68.72,1014.34,3,4,9,2023
536,John,13.23,0,0,0,42.99,980.63,9,10,9,2021
537,Jane,13.86,0,0,0,63.54,1005.67,5,7,25,2020
538,Jane,13.16,0,0,0,59.21,1010.49,7,15,4,2020
539,Default,24.72,0,0,370,61.72,1024.15,3,4,14,2020
540,Default,22.58,0,0,361,48.82,1025.04,3,4,22,2020
541,John,13.44,0,0,0,57.64,1030.69,4,23,11,2022
542,Jane,11.77,0,0,142,42.89,1019.75,4,15,28,2020
543,John,14.18,0,0,0,50.65,981.15,9,1,12,2024
544,John,14.59,0,0,0,50.37,1020.66,2,23,9,2020
545,Default,25.65,1,0,546,53.59,1001.8,3,5,12,2024
546,John,14.21,0,0,0,44.9,1027.95,5,10,5,2023
547,Default,27.69,0,0,555,61.54,1015.14,3,5,6,2023
548,Jane,17.27,0,0,0,46.06,1005.7,8,2,30,2024
549,Jane,13.98,0,0,0,56.21,1009.74,7,12,7,2021
550,John,10.62,0,0,156,70.63,1018.39,1,4,15,2024
551,John,15.31,0,0,295,77.13,1021.07,1,16,22,2020
552,Jane,16.59,0,0,276,43.76,1005.12,4,7,19,2023
553,John,15.72,0,0,326,69.66,993.54,12,19,1,2023
554,Jane,10.11,0,0,261,75.64,1015.78,1,2,29,2023
555,Default,25.74,0,0,560,59.62,1018.02,3,5,9,2024
556,John,15.45,0,0,0,30.09,1007.33,8,14,18,2022
557,Jane,13.2,0,0,0,57.38,1018.95,7,5,31,2021
558,Jane,11.5,0,0,138,58.81,997.88,12,2,24,2023
559,Default,24.46,1,0,333,68.37,1039.11,3,5,30,2024
560,Default,24.29,0,0,323,54.16,1039.07,3,5,27,2022
561,Jane,19.97,0,0,312,54.23,1014.37,8,22,13,2022
562,Default,23.92,0,0,352,40.29,1001.43,3,5,14,2020
563,Jane,15.79,0,0,394,43.53,1031.26,3,17,31,2022
564,Jane,17.36,0,0,5,60.11,994.76,10,19,8,2023
565,Jane,10.32,0,0,157,67.91,1003.09,2,9,4,2020
566,John,14.19,0,0,0,58.01,1001.44,8,10,30,2023
567,Jane,17.96,0,0,48,67.17,1007.35,3,4,9,2021
568,John,11.47,0,0,0,56.43,998.39,9,7,1,2023
569,John,8.44,0,0,0,62.25,1006.96,4,11,23,2024
570,John,7.07,0,0,209,74.54,1013.9,11,23,9,2024
571,Jane,11.6,0,0,277,78.99,1017.36,12,2,31,2021
572,Default,27.19,0,0,483,45.28,1016.52,3,6,11,2024
573,John,15.22,0,0,0,41.1,1011.8,7,10,16,2022
574,Default,27.65,1,0,483,64.35,1003.52,3,6,28,2020
575,Default,24.48,0,0,308,45.34,1006.39,3,6,29,2021
576,John,19.31,0,0,480,71.75,1010.45,1,20,21,2020
577,Default,24.43,1,0,298,43.01,1002.88,3,6,8,2020
578,Jane,12.78,0,0,0,47.32,1006.73,6,19,25,2023
579,Jane,15.9,0,0,0,66.2,1012.14,5,1,17,2020
580,Jane,11.11,0,0,0,56.75,1001.16,5,11,23,2021
581,Jane,14.28,0,0,323,78.6,1008.59,2,16,19,2022
582,Default,29.18,0,0,421,52.04,1022.41,3,7,20,2021
583,John,11.34,0,0,0,56.04,1016.77,10,10,3,2021
584,John,5.79,0,0,300,70.31,1003.69,12,2,10,2023
585,Jane,11.03,0,0,0,54.03,1002.05,8,10,8,2023
586,John,13.69,0,0,0,67.34,1015.03,10,12,5,2020
587,Jane,12.71,0,0,0,38.46,1016.93,6,9,9,2023
588,Default,28.2,0,0,436,48.1,1032.48,3,7,22,2022
589,Default,25.88,1,0,454,54.3,1033.22,3,7,16,2020
590,Jane,15.52,0,0,460,70.96,1013.64,1,19,22,2020
591,Jane,11.83,0,0,0,37.2,1012.27,6,9,29,2022
592,Jane,13.79,0,0,36,63.53,1025.92,1,16,9,2020
593,John,15.18,0,0,0,63.27,1023.98,5,8,13,2020
594,Jane,17.19,0,0,113,43.08,997.73,10,19,3,2024
595,John,13.91,0,0,0,67.78,1000.69,5,11,15,2020
596,John,15.81,0,0,0,44.89,982.01,9,8,25,2023
597,John,19.93,0,0,336,51.61,1018.29,9,22,27,2024
598,John,19.8,0,0,60,63.44,1033.82,3,18,16,2022
599,Jane,13.98,0,0,0,56.26,1004.78,7,21,12,2022
600,John,5.54,0,0,0,73.01,1002.37,12,14,25,2020
601,John,13.4,0,0,0,67.18,1027.31,5,17,11,2022
602,John,9.4,0,0,0,66.33,1000.26,2,15,11,2024
603,John,20.86,0,0,288,55.68,1024.03,4,18,12,2020
604,Jane,15.84,0,0,0,50.76,991.18,10,2,25,2023
605,Jane,15.0,0,0,506,78.06,1028.98,2,17,17,2022
606,Default,26.7,0,0,439,52.51,1039.1,3,7,2,2023
607,Jane,16.25,0,0,69,65.8,1020.91,4,0,3,2022
608,Default,23.54,0,0,265,69.94,1001.23,3,7,10,2021
609,John,8.98,0,0,135,74.48,990.96,1,4,24,2022
610,John,21.24,0,0,18,47.79,1022.91,3,17,25,2022
611,John,12.51,0,0,0,61.65,1001.91,10,5,23,2021
612,Jane,10.17,0,0,239,72.38,996.09,1,5,16,2020
613,Default,25.95,0,0,276,56.59,1039.23,3,7,26,2024
614,Jane,12.88,0,0,400,52.98,1013.11,7,22,7,2021
615,John,15.67,0,0,0,58.65,1009.94,5,8,8,2023
616,Jane,16.34,0,0,351,48.65,1006.8,9,22,13,2021
617,John,15.58,0,0,0,38.75,1011.2,8,2,3,2021
618,Default,25.33,1,0,251,52.87,1025.83,3,7,30,2022
619,Default,24.93,0,0,270,55.19,1005.16,3,7,9,2022
620,Jane,11.29,0,0,103,70.3,1016.78,1,11,12,2022
621,Jane,16.54,0,0,17,49.25,1029.6,4,5,5,2024
622,Default,27.65,0,0,349,43.1,1010.24,3,9,10,2024
623,Jane,16.16,0,0,191,40.1,1001.48,3,5,8,2024
624,Default,26.68,0,0,354,46.12,1009.35,3,9,29,2023
625,John,14.13,0,0,0,44.62,1004.37,8,13,9,2023
626,Jane,12.46,0,0,0,36.19,1007.15,6,13,5,2021
627,Default,25.23,0,0,342,55.34,1034.12,3,9,23,2024
628,John,2.14,0,0,0,65.12,1029.41,12,11,8,2023
629,John,15.22,0,0,0,71.29,1002.53,10,10,14,2020
630,Default,25.06,0,0,197,69.04,1016.56,3,9,9,2020
631,Jane,10.6,0,0,272,52.19,1025.94,1,5,30,2023
632,Jane,15.16,0,0,0,45.67,1017.66,7,4,13,2020
633,John,13.59,0,0,0,64.52,1015.46,5,19,10,2024
634,Jane,16.55,0,0,124,53.09,1037.68,3,0,5,2021
635,John,14.89,0,0,0,31.36,1015.75,8,4,30,2021
636,John,13.95,0,0,0,51.82,1003.33,6,17,26,2024
637,Jane,13.02,0,0,0,50.67,1012.11,7,18,30,2024
638,Jane,12.54,0,0,0,46.15,1014.36,6,13,13,2023
639,Jane,15.63,0,0,299,62.59,1003.88,1,15,13,2020
640,Default,24.19,0,0,196,69.4,1011.95,3,9,15,2023
641,Jane,12.26,0,0,436,48.66,1037.6,5,23,17,2020
642,John,7.85,0,0,0,60.15,1013.74,12,12,17,2020
643,John,15.81,0,0,0,44.72,1017.07,7,7,25,2021
644,John,13.75,0,0,0,49.41,996.39,9,12,3,2020
645,John,5.65,0,0,0,67.17,1017.17,12,15,8,2023
646,Jane,17.06,0,0,202,76.75,1014.88,2,2,12,2024
647,Default,23.48,0,0,194,48.36,1019.58,3,9,16,2023
648,John,13.18,0,0,0,35.46,1005.58,6,11,3,2023
649,Jane,14.56,0,0,0,48.18,1012.64,6,5,11,2024
650,Jane,14.55,0,0,300,42.36,982.42,11,16,20,2024
651,Jane,13.64,0,0,93,68.43,1003.86,2,10,23,2023
652,Default,23.47,0,0,337,50.17,1011.39,3,10,10,2020
653,John,15.74,0,0,312,66.97,983.49,11,22,1,2024
654,Default,24.83,0,1,338,47.25,1003.64,3,10,25,2023
655,Jane,11.8,0,0,0,52.28,1034.06,5,14,10,2024
656,Default,25.56,0,0,354,48.64,1032.05,3,10,30,2024
657,Jane,14.17,0,0,0,49.65,985.3,9,11,17,2021
658,Jane,15.37,0,0,0,61.3,1015.39,5,4,14,2021
659,Jane,10.06,0,0,206,71.49,984.57,11,2,29,2020
660,John,12.03,0,0,0,69.21,1012.98,10,1,16,2021
661,Default,24.13,0,0,313,60.97,1020.73,3,10,15,2020
662,Jane,11.13,0,0,0,62.67,1001.06,9,13,4,2022
663,Default,24.26,0,0,167,60.3,1022.8,3,10,11,2020
664,Default,23.24,0,1,162,52.15,1009.33,3,10,10,2022
665,Default,20.81,0,0,182,54.43,1024.03,3,10,21,2022
666,Default,23.03,0,0,180,66.84,1009.12,3,10,30,2024
667,Jane,16.71,0,0,170,50.8,1027.49,4,1,29,2022
668,John,14.97,0,0,0,52.82,1015.71,5,19,5,2022
669,Default,20.47,0,0,319,60.89,1031.76,3,13,8,2024
670,Jane,16.3,0,0,176,53.85,1031.71,4,0,27,2022
671,Default,19.53,0,0,305,61.65,1015.32,3,13,4,2020
672,Default,15.31,0,0,169,49.56,1018.45,3,13,20,2022
673,John,7.25,0,0,95,54.35,1000.87,12,2,23,2023
674,Jane,13.0,0,0,0,53.3,1002.57,6,14,11,2022
675,Jane,14.43,0,0,0,63.7,1018.81,5,7,7,2022
676,Default,15.18,0,0,163,56.06,1014.64,3,13,23,2020
677,Jane,13.52,0,0,141,60.06,1014.12,9,18,21,2020
678,Default,18.55,0,0,320,40.74,1011.4,3,14,30,2022
679,Default,20.89,0,1,335,60.8,1036.78,3,14,7,2022
680,John,13.4,0,0,0,41.29,1005.38,7,13,29,2022
681,Jane,11.07,0,0,109,68.26,997.9,2,15,2,2022
682,John,9.01,0,0,280,74.67,986.05,11,23,8,2022
683,Default,13.72,0,0,170,52.48,1039.11,3,14,28,2022
684,John,15.83,0,0,32,67.75,980.85,10,19,14,2023
685,John,16.97,0,0,448,77.79,1001.42,1,22,22,2021
686,Default,14.56,0,1,153,46.78,1035.93,3,14,18,2023
687,Default,19.83,0,0,342,58.7,1024.82,3,15,26,2021
688,John,3.73,0,0,0,64.73,1017.22,1,9,22,2022
689,Jane,13.74,0,0,0,71.59,982.86,9,10,12,2021
690,Default,11.87,0,0,196,55.36,1004.79,3,15,21,2021
691,John,15.25,0,0,0,40.53,1007.71,6,9,30,2022
692,Default,18.85,0,1,411,48.47,1027.96,3,16,16,2021
693,John,19.76,0,0,384,64.05,1007.03,4,22,21,2024
694,Default,11.06,0,1,227,55.61,1000.41,3,16,12,2020
695,Jane,16.69,0,0,99,45.24,1039.26,3,4,6,2023
696,Jane,14.29,0,0,117,64.82,1017.86,11,11,4,2024
697,Jane,12.79,0,0,236,66.99,1016.63,3,14,30,2023
698,John,13.25,0,0,0,50.89,1012.56,8,0,27,2022
699,John,13.53,0,0,0,48.28,1007.98,5,4,4,2022
700,Default,15.64,0,1,446,47.85,1035.28,3,17,21,2022
701,Default,17.33,0,0,429,63.62,1036.6,3,17,16,2023
702,Default,18.06,0,0,448,50.75,1015.8,3,17,24,2021
703,Jane,11.37,0,0,214,62.61,1020.2,12,3,25,2020
704,Jane,13.37,0,0,0,47.3,1028.1,5,19,20,2024
705,Jane,17.82,0,0,141,64.72,1034.3,4,23,5,2020
706,John,7.25,0,0,0,64.11,990.58,1,15,27,2020
707,John,15.59,0,0,0,58.88,1015.25,3,5,28,2022
708,John,15.83,0,0,0,57.09,1017.83,7,9,20,2021
709,Jane,13.03,0,0,0,44.19,1010.33,10,11,14,2024
710,Jane,10.7,0,0,181,42.1,997.23,11,5,25,2021
711,Default,18.07,1,0,459,41.34,1017.07,3,17,12,2020
712,Jane,13.54,0,0,349,77.89,1015.66,1,21,1,2020
713,Jane,17.59,0,0,195,66.75,1025.63,2,6,22,2022
714,Jane,14.32,0,0,0,53.76,1033.02,5,2,31,2023
715,John,13.1,0,0,0,69.65,1025.17,5,23,13,2021
716,Jane,12.74,0,0,0,47.03,1010.25,7,11,1,2021
717,Jane,12.74,0,0,0,52.29,1009.81,5,17,17,2022
718,Default,10.57,0,1,271,64.3,1005.19,3,17,30,2023
719,Default,10.3,0,0,255,53.94,1002.23,3,17,9,2021
720,Jane,13.25,0,0,0,35.16,1004.92,7,15,24,2024
721,Jane,10.04,0,0,286,51.97,1021.48,4,9,26,2023
722,Default,11.56,0,0,252,44.19,1033.59,3,17,4,2021
723,Jane,14.66,0,0,0,52.39,1003.57,10,23,29,2021
724,Default,11.21,1,0,252,61.1,1017.21,3,17,16,2020
725,Jane,12.4,0,0,0,31.29,1002.77,6,19,8,2024
726,Jane,15.48,0,0,0,43.48,1013.82,6,7,28,2022
727,Jane,14.33,0,0,0,44.21,1008.48,9,23,12,2020
728,Default,17.07,0,0,496,64.52,1012.44,3,18,21,2022
729,Jane,11.35,0,0,0,41.75,1017.57,7,10,4,2022
730,Jane,14.16,0,0,0,54.59,1000.4,6,7,22,2021
731,John,15.66,0,0,0,34.57,1000.74,8,0,5,2021
732,John,3.04,0,0,0,74.48,992.38,1,13,21,2022
733,Jane,11.33,0,0,249,76.88,1005.15,12,23,8,2020
734,Default,16.89,0,0,509,59.3,1033.77,3,18,16,2023
735,Default,16.76,0,0,490,55.71,1008.52,3,18,1,2020
736,John,19.63,0,0,388,50.68,1012.72,8,22,16,2020
737,Jane,12.48,0,0,52,41.01,1007.57,11,12,2,2020
738,Jane,10.54,0,0,50,61.97,996.48,2,9,5,2023
739,Jane,10.18,0,0,202,68.76,987.14,11,4,13,2022
740,Default,17.11,1,1,508,40.96,1024.45,3,18,22,2020
741,Default,18.7,0,0,493,54.45,1015.24,3,18,11,2021
742,John,13.19,0,0,0,38.03,1011.1,6,12,17,2022
743,Default,10.23,0,0,288,56.35,1028.34,3,18,22,2021
744,John,15.17,0,0,0,31.87,1014.95,8,11,26,2023
745,Jane,13.62,0,0,77,63.43,1008.7,3,14,21,2023
746,Jane,12.98,0,0,0,44.5,1018.11,9,8,21,2023
747,Default,10.12,0,0,291,46.01,1022.23,3,18,14,2021
748,Default,10.84,0,0,302,66.87,1006.36,3,18,16,2022
749,Jane,15.15,0,0,0,65.49,993.59,9,6,2,2020
750,John,21.79,0,0,183,58.86,991.95,2,18,20,2023
751,Jane,13.64,0,0,0,45.29,1005.97,7,20,28,2021
752,Jane,15.87,0,0,0,42.91,1018.34,7,0,1,2024
753,Jane,12.45,0,0,0,67.32,1010.4,5,17,2,2023
754,John,14.54,0,0,0,39.7,1012.85,7,23,8,2021
755,Default,10.76,1,1,311,51.56,1012.73,3,18,6,2021
756,Default,8.54,0,0,291,55.97,1006.81,3,18,8,2020
757,Jane,16.54,0,0,70,51.84,1005.25,4,4,20,2023
758,Jane,11.06,0,0,3,69.69,1005.69,2,15,5,2020
759,Default,16.54,0,0,558,47.02,1001.89,3,19,14,2024
760,Jane,15.74,0,0,0,64.62,1000.95,5,0,2,2024
761,Default,10.41,0,0,346,56.62,1024.53,3,19,18,2023
762,John,13.31,0,0,0,61.49,1028.98,2,2,18,2023
763,Jane,14.64,0,0,0,30.84,1011.09,7,7,18,2022
764,Jane,13.66,0,0,0,67.19,1004.21,5,18,4,2023
765,Default,15.89,0,1,577,62.97,1008.6,3,20,24,2022
766,Jane,17.55,0,0,0,43.25,1002.93,8,2,20,2022
767,Default,11.09,0,1,370,65.82,1024.07,3,20,16,2021
768,Default,16.65,0,0,642,51.83,1005.84,3,21,17,2023
769,John,14.03,0,0,0,69.86,1005.46,5,4,16,2021
770,Default,19.28,0,0,643,40.5,1035.35,3,21,27,2022
771,Default,13.05,0,0,400,42.49,1000.46,3,21,31,2023
772,Default,12.34,0,0,414,52.47,1032.35,3,21,8,2021
773,Jane,12.0,0,0,0,42.09,1030.43,5,16,28,2020
774,Default,21.92,0,0,677,51.54,1002.82,3,23,6,2021
775,John,17.4,0,0,421,61.99,1014.15,1,18,7,2024
776,Jane,14.17,0,0,497,70.54,1015.36,11,21,12,2021
777,Default,14.49,0,0,440,60.5,1008.49,3,23,21,2022
778,Default,22.61,0,0,727,55.27,1022.35,4,0,27,2024
779,Jane,10.07,0,0,40,60.21,993.12,12,1,4,2023
780,John,5.52,0,0,120,78.67,998.04,12,6,4,2021
781,Jane,14.66,0,0,0,59.28,987.25,9,23,14,2022
782,Jane,15.32,0,0,3,62.65,1003.26,9,19,19,2022
783,Jane,11.65,0,0,175,65.25,1023.09,1,6,17,2024
784,John,14.19,0,0,0,42.5,1005.83,3,7,2,2024
785,Default,16.94,0,0,452,64.16,1011.16,4,0,19,2024
786,Default,22.2,0,0,700,62.33,1039.85,4,1,1,2020
787,John,13.86,0,0,0,59.64,1007.68,5,7,9,2023
788,Default,23.7,0,0,691,69.68,1018.75,4,1,10,2022
789,John,12.55,0,0,0,74.98,1011.96,2,3,16,2023
790,Jane,18.01,0,0,559,52.52,1032.27,4,21,19,2024
791,John,7.82,0,0,0,68.27,998.63,1,10,2,2024
792,John,14.63,0,0,0,30.29,1012.52,7,12,23,2021
793,John,13.93,0,0,0,64.8,1027.74,5,16,12,2022
794,John,13.77,0,0,0,57.68,984.21,9,11,30,2022
795,Default,19.31,0,0,435,57.63,1028.81,4,1,30,2022
796,John,13.52,0,0,0,33.25,1016.52,7,7,11,2022
797,John,13.72,0,0,0,40.2,1006.75,6,18,7,2021
798,John,13.4,0,0,0,67.31,1034.44,5,9,10,2021
799,John,11.3,0,0,0,48.79,1006.42,9,3,26,2023
800,John,14.9,0,0,0,54.55,1014.53,5,3,6,2024
801,Jane,12.39,0,0,0,55.41,1000.71,6,16,6,2022
802,John,19.17,0,0,244,61.07,1021.8,4,18,25,2022
803,John,6.15,0,0,0,50.9,1010.6,1,11,24,2020
804,Jane,13.72,0,0,0,42.13,1009.35,9,13,9,2022
805,Default,19.71,0,0,463,40.93,1037.83,4,1,18,2020
806,Jane,13.71,0,0,244,45.73,1004.28,9,20,11,2023
807,John,15.27,0,0,0,67.4,1004.98,2,2,3,2024
808,Jane,12.39,0,0,0,49.14,1021.6,5,13,13,2022
809,Jane,16.43,0,0,38,59.87,1010.84,4,5,15,2021
810,Default,24.71,1,0,681,63.68,1000.48,4,2,1,2020
811,Default,25.37,0,0,674,45.52,1020.72,4,2,26,2020
812,Default,24.32,0,0,668,51.32,1015.29,4,2,4,2023
813,Default,23.6,0,0,665,50.21,1036.01,4,2,9,2021
814,John,11.95,0,0,0,40.6,998.01,9,4,18,2020
815,John,11.94,0,0,0,48.55,1018.56,9,6,14,2023
816,Default,21.62,1,0,421,50.28,1033.65,4,2,2,2023
817,Jane,16.98,0,0,200,43.59,1030.48,4,4,8,2021
818,Default,20.29,0,0,434,48.23,1018.71,4,2,8,2020
819,Default,22.25,0,0,430,56.88,1025.29,4,2,25,2022
820,Default,20.81,0,0,431,62.35,1001.74,4,2,13,2022
821,John,13.12,0,0,0,71.13,988.31,9,12,1,2020
822,Jane,13.46,0,0,0,61.38,1019.71,10,10,12,2020
823,Jane,11.87,0,0,282,56.27,1004.27,3,15,28,2022
824,Default,27.12,0,0,643,41.22,1011.81,4,3,15,2023
825,Default,26.38,0,1,653,57.18,1029.54,4,3,17,2020
826,Jane,11.19,0,0,228,51.63,1009.07,11,15,30,2022
827,John,18.57,0,0,503,49.62,1012.1,8,22,22,2024
828,John,8.65,0,0,0,54.98,1009.87,4,9,9,2021
829,Jane,16.78,0,0,281,67.53,1001.04,4,6,27,2021
830,Default,25.71,0,0,646,60.71,1035.8,4,3,13,2020
831,Jane,16.39,0,0,156,69.34,1017.11,4,2,2,2023
832,Jane,11.96,0,0,0,56.72,1002.85,9,12,1,2023
833,Default,24.74,1,0,622,53.2,1025.8,4,3,16,2020
834,John,14.86,0,0,136,72.4,985.78,10,18,14,2021
835,John,14.37,0,0,0,32.46,1015.62,7,8,22,2020
836,John,14.28,0,0,0,50.71,1019.89,6,11,9,2022
837,John,14.13,0,0,247,52.08,996.75,9,19,8,2023
838,Jane,16.86,0,0,0,42.78,1018.29,8,3,9,2024
839,Default,25.57,0,0,655,66.51,1033.06,4,3,23,2024
840,John,16.46,0,0,321,72.36,995.36,11,22,17,2023
841,Default,24.25,0,0,647,43.83,1036.72,4,3,11,2020
842,John,8.58,0,0,0,44.57,1022.44,4,11,15,2022
843,John,5.52,0,0,172,71.97,1027.04,1,0,30,2023
844,Default,24.91,0,0,636,41.57,1008.02,4,3,14,2023
845,John,16.87,0,0,322,72.73,983.2,10,21,20,2023
846,Jane,14.25,0,0,0,43.16,984.01,9,23,6,2020
847,John,7.5,0,0,0,66.39,1024.24,4,12,15,2021
